name,rate,votes
RB Food Point,3.9 ,41
Rang De Basanthi,3.7 ,434
Dabba Gosht,3.6 ,7
The Burger Place,3.8 ,28
Hotel Junior Kuppanna,3.1 ,266
Howlin Wolf,4.0 ,94
Stoned Monkey,4.1 ,511
Ambur Star Briyani,3.7 ,118
Pathaan Sir,3.8 ,132
Bubble Bee,3.9 ,48
Biryani Mandra,3.8 ,70
Little Lucknow,4.0 ,236
Samosa Singh,4.0 ,326
WTF,4.1 ,93
The Pancake Story,4.6 ,121
Tata Cha,3.7 ,31
Chicken Corner,3.7 ,26
The Village Hotel,3.5 ,15
Nammura Donne Biriyani,3.6 ,68
Shahi Darbar,3.2 ,5
Dwaraka Krishna,3.7 ,329
Delicacy,3.9 ,523
Howrah Bridge,3.3 ,293
Asia Kitchen By Mainland China,4.9 ,2235
Mamatha Restaurant,2.6 ,74
The Rasaganga,3.9 ,163
Sarvam,3.5 ,124
Indiana Burgers,3.3 ,24
Nutri Rich,3.8 ,53
Dyu Art Cafe,4.5 ,3845
Marwa Restaurant,3.5 ,552
Dosa Plaza,3.8 ,140
Adyar Ananda Bhavan - Sweets,3.4 ,7
Keto Kitchen,3.6 ,17
Foodiesthan,3.7 ,59
Juice Shop,3.6 ,23
Gramin,4.3 ,3459
Zee5 Loft,4.4 ,362
Ambur Star Dum Biryani,3.3 ,18
Momo Rice Noodles,3.8 ,222
Eagles Pizza,3.8 ,19
Hanoi - Vietnamese Cuisine,4.4 ,1808
PSV's Andhra Paradise,3.5 ,117
Yum In My Tum,4.2 ,114
Delite Chaat House,3.9 ,501
Desi Chopstick,3.8 ,37
Chaatimes,3.4 ,47
Nuts Over Salads Cafe,4.5 ,208
Daniyal's,3.2 ,42
Dindigul Time Pass Restaurant,3.2 ,115
Occasions,4.3 ,190
Food And You,3.9 ,35
Gilly's Restobar,4.5 ,3915
Boston Barista - Kappayum Curriyum,3.6 ,64
Royal Calcutta Restaurant,4.0 ,270
Tarbouche,4.0 ,269
KF's Biryani's and Kababs,3.4 ,17
Bharanis,3.7 ,16
Fujian Express,3.2 ,16
Malabar Bay,4.2 ,1543
What'sinaPita,3.9 ,231
Smally's Resto Cafe,4.2 ,1704
Nagas,3.0 ,7
Five Star Chicken,3.5 ,11
Desi Flavours,3.9 ,121
Smoke-A-Pot,3.3 ,10
Kairali,3.9 ,172
The Egg Factory,4.0 ,139
Krispy Kreme,3.9 ,151
Tibetan Kitchen,4.3 ,246
Raichur Biryani House,3.8 ,283
99 Pancakes,4.5 ,344
UP Style North Indian Food,3.6 ,47
Cupcake Bliss,3.6 ,8
Karahi Kitchen,4.1 ,167
Once Upon A Flame,4.5 ,2073
The Shawarma Shop,4.1 ,382
McDonald's,3.8 ,295
The Bong Palate,3.8 ,63
Magix's Parattha Roll,3.7 ,185
Tapri By The Corner,4.1 ,205
Rolla Rappa,3.6 ,176
Pin Me Down,4.5 ,811
Calorie Express,3.6 ,193
Brownie Heaven,3.9 ,18
Barbeque Delight,3.8 ,66
Bangaliana,3.9 ,454
Basmati Delights,4.0 ,870
Healthie,3.9 ,107
Bite Me Cupcakes,4.1 ,192
Pappu Chaiwalla,3.1 ,89
YumYumDilli,3.7 ,53
Anda Ka Funda,3.2 ,64
Fritz Haber,4.0 ,403
Tawa Ghar Ka,3.8 ,331
Punjabi Swag,3.9 ,705
Tetto,3.7 ,130
Om Made Cafe,4.1 ,2733
Chung Wah,4.0 ,314
Public Khana,3.5 ,17
Awesome Foods,3.7 ,27
Chetty's Corner,3.6 ,21
Firangi Bake,4.0 ,70
Axomi - Taste of Assam,4.1 ,614
Beer Adda,4.3 ,549
Shagun Sweets & Foods,3.5 ,221
Mani's Dum Biryani,3.9 ,375
1000 B.C,3.2 ,49
Tenzin Kitchen,4.2 ,532
Chef Delicacies,3.1 ,7
Thalis Of India,3.6 ,24
Lot Like Crepes,4.6 ,1026
Abhiruchi Hotel,3.3 ,13
El Salver,3.9 ,74
The Mylapore Cafe,4.1 ,121
Tibetan Mother's Kitchen,4.0 ,960
Koramangala Social,4.6 ,4694
Min Mini Punjabi Dhaba,3.9 ,85
Kumarakom,3.8 ,1167
WAFL Co,4.2 ,53
AM's Cafe Recreate,3.3 ,8
Bearfoot Cafe,4.2 ,177
Manchu Cafe,3.8 ,23
Belgian Waffle Factory,4.8 ,189
Chowpatty,3.6 ,95
DinePost9,3.9 ,226
The Good Bowl,3.6 ,10
Fresh Pressery Cafe,4.1 ,141
Dev's Gugababa,3.5 ,177
Punjabi by Nature 2.0,4.2 ,3236
Naati Manae,3.9 ,485
Under The Tree,3.0 ,64
The Milkshake Theory,4.0 ,48
Waffle Magic,4.1 ,87
Sree Krishna Kafe,4.2 ,972
The Paramount Hotel,3.6 ,242
Grigliato,3.9 ,717
House Stark Cafe,3.9 ,46
Mitran Da Junction,4.1 ,322
Makers of Milkshakes,4.2 ,56
1722 Urban Bistro,4.1 ,222
Hungerbreak 24x7,3.0 ,7
Curry Leaves,3.8 ,232
Faasos,3.9 ,443
Nanna Munna Paratha House,4.0 ,109
Taste Of Malabar,3.6 ,23
Delhi Biryani Cafe,3.5 ,10
Biryani Miya,3.8 ,39
Desipun,4.2 ,344
Lassi Darbar,3.7 ,13
Assi Tussi Lassi,3.7 ,25
Little Kolkata,3.9 ,97
Baba Chatkora,4.2 ,823
Wat-a-Burger!,3.9 ,111
Nandanam Family Restaurant,3.6 ,18
Jayanagara Donne Biryani,3.6 ,62
Bombay Sandwich Company,3.6 ,34
A Hole Lotta Love Cafe,4.3 ,2873
LayerBite,3.8 ,10
Kick Out the Jams,4.0 ,529
Dilli in a Box,3.7 ,7
Stoner,4.5 ,2620
Rafees Biryani,3.7 ,28
Smise,4.0 ,1209
Cafe Alchemist,3.8 ,62
Sector 7 CafÃÂÃÂÃÂÃÂ©,4.3 ,1105
GKT Biryani World,3.7 ,84
Domino's Pizza,4.0 ,567
Andal Mess,3.1 ,22
The Litti Company,3.7 ,17
Indore Eat Restaurant,4.0 ,72
Tall Blonde French,4.3 ,726
Lassi Berg,3.5 ,13
Biriyani Zone,3.9 ,670
Hotel Empark,3.4 ,16
Hum Biryani,3.4 ,17
Sri Rajasthani Foods,3.6 ,12
Turkish Shawarma,3.6 ,21
Keventers,4.0 ,169
Cucumber Town,4.2 ,310
Meenu Oota Da Maane,4.2 ,296
Kuttanadu,2.8 ,261
Gam's Delicacy,4.2 ,325
Pizza Stop,3.2 ,166
Nagarjuna,4.3 ,2304
Bonsouth,4.2 ,2620
FRYBIES,3.3 ,15
Sri Krishna Kitchen,3.6 ,42
Karavali Grand,3.7 ,28
Barbeque Station,2.8 ,152
Indian Paratha Factory,2.9 ,24
Lucknowiz,3.5 ,323
Rolls Mania,3.7 ,32
Shanthi Sagar,3.4 ,9
Southinn,3.8 ,191
Nasi And Mee,4.4 ,2394
House Of Commons,4.7 ,4442
Sweet Truth,4.2 ,50
Habibi Falafel,4.3 ,221
Sweet Chariot,4.0 ,186
Cravy Wings,4.2 ,289
Foreign CafÃÂÃÂÃÂÃÂ©,3.8 ,44
Fillers,3.9 ,139
The House Of Paratha,3.7 ,69
Karavali Kolimane,3.7 ,28
Go Italia,4.0 ,781
NutBerry,3.8 ,34
Aami Bangali,3.6 ,73
Navami,3.5 ,80
Dalma,3.9 ,475
Darshan Paradise Restaurant,3.6 ,15
Waikiki740,3.6 ,14
Waffle Head,4.0 ,38
Juice Junction,3.7 ,17
Blue Tokai Coffee Roasters,4.0 ,75
Ulavacharu,4.2 ,149
Big Wong XL,4.5 ,685
Cream Stone,4.2 ,1023
Ghee Biryani House,3.3 ,9
Make It Roll,3.8 ,42
Tarbouche,3.7 ,13
Friend's Cafe,3.9 ,554
Pani Kum Chai,3.9 ,67
DeliBox.in,3.7 ,67
Smoke de Burger,3.6 ,36
Kitchen On Table,4.3 ,793
Gud Dhani,4.0 ,830
Sultans of Spice,4.5 ,3467
World In A Bowl,3.6 ,20
Koshe Kosha,4.0 ,576
Nanda's,2.9 ,362
Cafe Graffiters,3.8 ,23
Hotel Parampare,2.9 ,13
Mangala Hotel,3.6 ,97
Srinidhi Sagar Deluxe,3.6 ,108
Rajdhani Thali Restaurant,4.0 ,797
Fitnest,3.2 ,16
Petoo,3.9 ,59
Flavours Hut,3.6 ,9
Shaap,3.6 ,207
Kritunga Restaurant,3.8 ,1161
Roots,4.5 ,1889
Juice Junction,3.9 ,70
Nadan Thattukada,3.7 ,36
Laddoos,3.4 ,277
Helloo Delhi,4.1 ,221
Krem,4.1 ,61
Samaikya,3.9 ,536
Fanoos Xprss,3.7 ,54
Chai Makhani,3.5 ,11
Punjabi Times,4.1 ,1028
Sonar Bangala,3.8 ,76
Body Temple,3.3 ,12
Bakers Town,3.6 ,42
Krishna Vaibhava,3.6 ,42
Taste Of Kolkata,3.1 ,59
Modern Restaurant,3.1 ,18
Biryani Magic,3.5 ,31
Tree Top,3.8 ,75
Nawab-E-Khana,3.2 ,30
Cafe Coffee Day The Lounge,3.8 ,76
Pizza Cart,3.8 ,81
7 Star Biryani,3.2 ,15
The Yogisthaan Cafe,4.1 ,61
Bamey's Restro Cafe,4.2 ,533
Garden Fresh,3.9 ,51
Trippy Paradise,2.6 ,61
Maa Di Hatti,2.8 ,137
Wow Momo,3.3 ,12
Hunger Hitman,3.8 ,258
Appana Restaurant,3.5 ,12
California Burrito,4.1 ,1227
Hotel Food Lands,3.8 ,57
Snow'ora,4.3 ,342
Chai Galli,4.4 ,480
Golden China,3.6 ,22
Sufra Restaurant,3.7 ,113
Rajesh Restaurant,3.5 ,59
Frozen Bottle,4.1 ,187
Chai Street,3.3 ,5
Royal Treat,4.1 ,440
The Waffles Hut,3.8 ,23
Bakingo,4.0 ,76
Cafe Terra,4.1 ,778
The Food Cottage,3.7 ,49
Zangos Grill,4.0 ,188
Patiala Highway,3.7 ,32
Gelato Italiano,3.9 ,110
Sri Gurudev Darshini,3.5 ,13
Sri Sapana Dhaba,3.2 ,11
Hotel Tom's Restaurant,4.1 ,67
Bhavani Chats N Juice,3.9 ,93
Juice Junction,4.0 ,139
Chapati House,3.9 ,34
Biriyaniz,3.5 ,304
Reddy's Paradise,3.1 ,46
Zeeshan,3.8 ,214
Speedbreaker,3.4 ,15
Cafe Thulp,4.1 ,3006
Meat And Eat,3.6 ,90
Lazeez,3.1 ,910
Parika Multicuisine & Coastal Fine Dine,3.9 ,606
Oye Amritsar,4.0 ,1864
AlienSip,3.6 ,11
World Of Asia,4.0 ,42
YORK St.,4.4 ,949
Oliver Wraps,3.1 ,8
Mr. Meetharam,2.8 ,75
Peace Restaurant,3.9 ,660
InnerChef,3.8 ,153
Chai Masthi,3.5 ,10
Biryani Foodies,3.1 ,7
Kabab Ghar,3.3 ,14
Azimmo Treat,3.8 ,43
Khawa Karpo,4.3 ,995
Parathe Wali Gali,3.8 ,37
Rock Stone Ice Cream Factory,4.0 ,131
Toscano,4.5 ,718
Classic Shop,3.8 ,11
RK Fresh Food,3.5 ,14
The Wok Shop,4.1 ,271
What's In A Name,4.1 ,1789
Grapevine,4.1 ,735
KKR Foodies,3.7 ,40
Ice Cafe & Lassi Shop,3.6 ,29
China Pearl,4.4 ,1854
Dessi Cuppa,3.4 ,6
Dhaba Bytes,4.1 ,134
Market Table,4.5 ,549
Smoor,4.2 ,602
Paratha Plaza,3.9 ,41
Anupam's Coast II Coast,4.1 ,845
Aalishan Restaurant & Caterer,3.5 ,888
Rotti Mane,3.4 ,10
The Smoke Co.,4.4 ,523
Sagar Fast Food,4.0 ,76
Salt - Indian Restaurant Bar & Grill,4.4 ,681
Hatti Kaapi,3.9 ,237
Knight Ryders,3.4 ,239
Happy Brew,4.0 ,2159
Black Kitchen,3.7 ,26
Spicy Kitchen,3.8 ,64
Ross Kitchen,3.6 ,24
Grillopia,3.9 ,97
3 Spice,3.9 ,157
Tunday Kababi,3.9 ,1142
Cream Chemistry,3.9 ,231
Biggies Burger 'n' More,3.8 ,209
Shree Durgamba Juice Centre,3.1 ,9
SLV Andhra Mess,3.5 ,6
SGS Non Veg - Gundu Pulav,3.5 ,41
Pasta Street,4.5 ,261
ReadyBowl,3.7 ,69
Maria's Goan Kitchen,3.9 ,394
The Cake Lair,3.4 ,10
The Rendezvous,3.7 ,483
Cheesy Juicy Burgers,3.8 ,18
All Shook Up!,3.9 ,77
Pulp Juice Bar,3.6 ,16
Hotel Dine City,3.4 ,83
Bawarchi Biryani,3.4 ,65
Sukh Sagar,3.8 ,473
Dosalicious,3.3 ,7
China Bowl,3.9 ,457
Terra Bites,4.1 ,65
Sichuan,4.0 ,494
Noon's,4.2 ,166
Hotel Reddy Bhavan,3.4 ,11
Little Kitchen,3.6 ,82
Hunan,4.3 ,2248
Hotel Aradhana,3.7 ,51
Indori Chatorey,2.8 ,137
Biriyani Mane,3.7 ,159
C Kosila Kitchen,3.1 ,7
Grills And Tandoor,3.7 ,110
Shudh Desi Khana,3.5 ,18
White Elefan Coffee and Snack Bar,3.9 ,44
YumYumSouth,3.5 ,36
Indus Family Restaurant,3.8 ,117
Tempteys,4.2 ,249
New Prashanth Hotel,3.1 ,53
The Ganache Factory,4.1 ,41
Funky Punjab,3.8 ,127
Roundup Cafe,4.2 ,496
Burger Garden,3.4 ,7
Paratha Darbar,3.5 ,15
Grand Gowdru Hotel,3.4 ,31
Coffee Tea & More,4.0 ,64
Waffle Stories,4.0 ,70
The Belgian Waffle Co.,4.2 ,180
Garage Food Company,3.9 ,45
High n Hungry,2.9 ,95
Kaati Zone,3.4 ,6
Ibaco,4.0 ,60
Smokey Tribe Restaurant,3.8 ,267
Pazzo,4.3 ,379
Brooks and Bonds Brewery,4.5 ,3967
Cafe D'hide,4.2 ,874
Shift,4.2 ,1920
HSR Agarval Bhavan,3.2 ,68
Buff Buffet Buff,4.5 ,3163
Oldtown Dilli,4.1 ,258
The Sandwich Club,3.9 ,88
Art of Delight,4.3 ,450
Indian Coffee House & Restaurant,4.2 ,676
Maa Durga Fast Food,3.6 ,21
Samosa Party,4.1 ,44
Homifoo,3.5 ,11
7 Plates,3.7 ,259
Mad Over Biryani,3.1 ,9
Zingron,4.0 ,515
Yummy Biryani,3.8 ,41
Udupi Thaja Thindi,2.9 ,42
Oogway express,3.4 ,9
Swathi Maharaja,3.7 ,291
The Marash,4.3 ,67
Tim Tai,4.4 ,3674
The London Shakes,3.5 ,14
Mudpipe Cafe,4.5 ,1879
Shree Saraswathi Sweets Centre,3.6 ,18
The Himalayan,4.4 ,326
The Arabian Nights,2.6 ,51
Thanco's Natural Ice Cream,3.6 ,28
Sri Ganesh Fruit Juice Centre,3.2 ,4
Goli Vada Pav No. 1,3.7 ,215
Gods Own Cafe,4.4 ,384
Om Sai Baba Mess,3.1 ,11
Hotel Smile,3.1 ,6
Ghar Ka Bhojan,3.3 ,7
Tandoor Merchant,3.4 ,24
Taj Darbar,3.8 ,149
Third Wave Coffee Roasters,4.1 ,142
Anika's India Kitchen,3.3 ,5
Hotel Ruchi Priya,3.6 ,22
Ammus Hot N Cool,3.4 ,84
Begin with us....Tea Time Cafe,3.9 ,38
Tandoor Hut,4.1 ,1003
Cakes & Candles,3.1 ,11
New South Corner,3.7 ,20
On The Nose,3.8 ,618
City Durbar,3.7 ,72
Sai Mango Tree,3.6 ,45
The Yellow Tuk-Tuk Cafe,3.6 ,16
Raj Rasoi,3.5 ,12
Kalpavriksha Upahara,3.9 ,127
154 Breakfast Club,4.0 ,1515
Lord of Combos,3.0 ,28
Mecaf Family Restaurant,3.9 ,214
Baskin Robbins,3.7 ,42
Juice 99,3.5 ,20
Prawn Crunch,3.3 ,8
Dr. Shawarma,3.5 ,4
Karachi Bakery,3.4 ,7
Malabar Mandra,3.6 ,45
Chaska Bun,4.2 ,166
Graffitea,3.7 ,16
Smoothie Hub,3.1 ,4
Shree Udupi Grand,3.8 ,14
Hunger2Eat,3.7 ,26
Mayur,3.7 ,21
Fava Bistro,4.4 ,387
Sri Sankara Cafe,3.6 ,26
Vinaya Cafe,3.4 ,11
Ooty Chocolates,4.1 ,157
Bun Town,4.0 ,205
Xpress Chai,3.7 ,31
Popsies,3.9 ,823
The Hungers Zone,3.8 ,57
Sri Nandi Grand,3.4 ,7
Eshanya,4.1 ,1082
Bonum cibum,4.5 ,237
Bawarchi Inn,3.1 ,140
Drunken Monkey,4.2 ,115
Mimansa @ Foxtrot,4.4 ,192
Mr. Beans - Home Cafe,4.2 ,2714
Crunchy Nights,3.7 ,30
Just Chill,3.4 ,54
Just Bake,3.8 ,123
New Royal Treat,2.8 ,102
Khan Saheb Grills and Rolls,3.8 ,63
Magnolia,4.1 ,674
Elmas Restaurant,3.4 ,34
Panther Cafe,3.5 ,8
Refills Eatery And Beverages,3.8 ,92
Sidewalk Cafe & Bar - The Paul Bangalore,4.2 ,217
Crunch Pizzas,2.9 ,331
Mug N Bean,3.9 ,247
Kor Cafe,3.8 ,36
Desi Dhaba,3.3 ,13
Havmor,3.8 ,37
Navya Foods,3.4 ,7
Petoo,4.0 ,25
Vintage Shack,3.9 ,161
INDULGE by InnerChef,3.6 ,29
Via Milano,4.2 ,1626
Dreams Cafe - All Day English Food St.,3.8 ,230
Crawl Street,4.3 ,2572
North Indian Tadka,3.0 ,6
Baba Ka Dhaba,3.7 ,195
Smoke - The Sizzler House,4.0 ,1390
Donne Biriyani Mane,3.1 ,22
Vyanjan,3.9 ,203
Punjab Bistro,4.4 ,459
The Monalisa Restaurant,3.3 ,4
Kwality Cakes N Bakes,3.7 ,92
Brownie Points,3.8 ,25
RBP Greens Garden,2.7 ,48
Cafe Medley,4.2 ,1063
Drunkling - Sizzlers and Pub,4.4 ,347
GrannyzHut,3.4 ,8
Call A Cake,3.6 ,41
Ramji Chaiwale,3.8 ,94
Kulfisthan,3.5 ,7
Snack Knack,3.0 ,36
Pingara,3.8 ,94
Juice Junction Food Court,3.7 ,70
Chaatimes,4.2 ,9
Tawa Sagara,3.8 ,122
Samosa Express,3.1 ,9
Qube Cafe,4.2 ,169
Oregano Pizzeria,3.7 ,52
Calicut Durbar,3.8 ,57
The Kitchen,3.6 ,9
Ustaad Biryani,3.2 ,5
Attic Lounge,4.0 ,1238
Swaadam Veg,3.6 ,34
Reddy's Restaurant,3.7 ,141
Cookie Man,4.0 ,100
Ganesh Restaurant,3.7 ,51
Mak n Vak - Fyn,3.9 ,338
Hang10 Resto N Cafe,3.7 ,101
Rolls & Co,3.9 ,213
Pathy's Kitchen,3.5 ,21
Eshmeet Da Dhaba,3.1 ,120
Galli Belly,3.4 ,9
Sharma's Malai & Masala,4.0 ,457
Bistro Claytopia,4.1 ,1855
Lassi Corner,3.5 ,16
Calvin's,3.8 ,22
Wild Thyme Restaurant,4.5 ,42
Atithi,3.9 ,224
Kababish Restaurant,3.6 ,15
Swad 'E' Punjab,3.6 ,51
The Beer Cafe,4.2 ,1176
Paratha Singh Pakora King,3.7 ,36
Jayanagar Grill House,3.5 ,35
Chilld Monk,3.5 ,8
Chef Baker's,3.6 ,37
Ghee Positive,3.8 ,48
Mid Night Hunting,3.7 ,127
Midnight Mania,4.1 ,725
Dice N Dine,4.3 ,1807
Sober Turtle,3.3 ,39
Carrots,4.1 ,601
A.M New Punjab Food Corner,3.5 ,21
Venkateshwara Foods,3.0 ,13
Milk N Shakes,3.8 ,47
Uday Sweets,3.8 ,34
Taste of Nepal,3.5 ,24
ReFresh Juice Junction,4.1 ,57
Willys Top Cafe,4.0 ,310
Pipabu,3.8 ,75
Flavour of Himalaya,3.7 ,24
Borah's Kitchen,3.3 ,12
Ruh's Cafe,4.1 ,465
Cinnamon,3.9 ,450
Aubree Le Chocolatier,3.5 ,18
South Side Grill,3.5 ,14
Banjara Melting Pot,4.2 ,767
Mustard Food Court,3.6 ,165
Khan's Biryani,3.0 ,11
Chatter Platter,3.4 ,30
Yummerica Fries,3.3 ,16
TOKI Taco House,3.6 ,72
JP Fish Land,3.6 ,24
Tandoor Garden,3.6 ,71
Haagen Dazs,3.9 ,79
Ilyazsab The House Of Chicken,4.0 ,120
Nutri Fit,3.4 ,5
Over The Top Terrace Lounge,3.9 ,1389
Kinpeetos,3.9 ,64
Chai Culture,3.6 ,8
Bake and Juice,3.5 ,15
Laziz Pizza,3.8 ,46
Shree Thali,4.1 ,183
Tongue Twisters,3.5 ,283
Black Deer,4.4 ,149
Nutripress,3.3 ,4
Mangalore Lunch Home,3.6 ,43
Joon Restaurant,3.7 ,31
Bistro Oui,4.1 ,402
Royal Paris,3.8 ,71
Kevins Kitchen,3.8 ,103
TheRiceBowl.In,3.4 ,19
Eatery Have U Been,3.4 ,35
Davanagere Benne Dose,3.9 ,106
Kopper Kadai,4.1 ,1697
Mid-Night Crunch,3.7 ,455
New Friends,3.8 ,273
Momo Jojo,3.4 ,6
Kings Kitchen,3.3 ,7
Flavour of China,3.8 ,254
Tasty Magic,2.7 ,73
Tasty Jigarthanda,3.4 ,11
Potato Bae,4.1 ,56
Cochin Connection,3.6 ,41
The French Loaf,3.8 ,34
Harry's Bar + Cafe,4.2 ,1367
MK Dabbawala,3.1 ,5
PagalKhana,3.9 ,144
Bombay Kulfis,3.9 ,27
Midnight Restro,3.4 ,55
Hungry Buddies,3.3 ,33
Arabian Bites,3.4 ,24
Natural Mumbai Kulfi,3.5 ,8
Big Mishra Pedha,3.7 ,61
Khana Khazana,3.7 ,22
Rajvardhan Foods,3.9 ,316
Entropy Cafe,4.1 ,505
A3 Nuwang Kitchen,3.7 ,42
North Indian And Bengali Mess,3.7 ,34
Freeze It,3.6 ,6
Fudge,3.2 ,12
Sip N Bite,3.3 ,11
A Today Thick Shakes,3.2 ,9
The Cuboidal,3.6 ,16
Kargeens,4.1 ,992
Cafe 221B,3.7 ,49
Big Fat Brownie,3.4 ,6
Al Swaad Take Away,3.1 ,13
Gulp The Pulp,3.7 ,19
China Tang,3.7 ,41
Armaani Caffe,3.5 ,12
Momo Hut,4.0 ,685
Frolic,4.0 ,34
Biryani Nights,3.5 ,20
2nd Home Restaurant,3.7 ,21
Eat Well,3.5 ,33
Dhaba Express,3.7 ,175
Malabar Treat,3.4 ,6
Durbar Greens Family Restaurant,3.6 ,10
New Andhra Spice,3.6 ,22
Bewiched,3.4 ,10
Bun Town,3.8 ,22
Crown Gold,3.9 ,49
Black Cup Cafe,3.7 ,28
Kafe Nook,3.6 ,35
Fill N Chill Resto Bar & Pub,3.9 ,599
Goodness! Beverages,3.4 ,4
Bhaijaan Barbeques,3.4 ,6
The Paratha Stories,3.3 ,38
Fiero! Pizzeria,4.0 ,62
Daily Bite,3.5 ,14
Abhiruchi Moonlight,3.3 ,4
Homely Curries & Pickles,3.4 ,50
Marahaba,3.0 ,7
TRIGEREATO,4.4 ,103
Food And You,3.8 ,89
The Enav Bowl,3.8 ,20
Habitts,3.7 ,61
New Grand Restaurant,3.1 ,11
Tomago Roast,3.5 ,12
Tangerine - Davanam Sarovar Portico Suites,4.0 ,151
Chill-Um Cafe,4.1 ,152
Apsara Ice Cream,4.1 ,145
B.M.W - Bhookh Mitaane Wala,3.7 ,502
Chefie,3.8 ,37
Juicy Momos,3.2 ,4
Brews N Bites,2.9 ,62
Daawat Restaurant Bar & Pub,3.5 ,9
Ronnie's Kitchen,3.1 ,12
The Tower Of Pizza,2.9 ,16
S.W.A.T Food Truck,3.7 ,21
Hungry Bowl,3.6 ,51
Niice Cream,3.8 ,38
Chai Mane,3.0 ,8
Eat Repeat Express,3.5 ,10
BOX8- Desi Meals,4.4 ,405
Mountain Spice,3.9 ,188
Night Spoon,2.4 ,45
Kanha's Kafe,3.5 ,12
FrostBite,3.5 ,15
Lets cafe,3.5 ,6
Malabar Mint,3.4 ,39
Ande Ka Funda,3.2 ,9
Eatsomnia,3.5 ,433
Cafe Fattoush,3.8 ,24
Restro Cafe,3.8 ,30
Shake Tat Bottle,3.2 ,6
BelgYum,4.0 ,69
The Charcoal Factory,4.1 ,292
Kyakhanahai,3.4 ,8
Midnight Express,2.8 ,26
Midnight Hunger Solutions 24/7,3.2 ,10
Chef All Nite,3.8 ,464
Cashmere Nites,3.5 ,74
Limra Hotel,3.3 ,26
The Vacationer's Cafe,4.1 ,306
Imperial Restaurant,3.6 ,243
Hotel Archana Grand,3.6 ,23
Kullukki,3.5 ,9
Breaktime Brew,3.7 ,24
Appam & Curry,3.8 ,18
Cafemoto,4.0 ,201
McLeans Italian Pizzeria,3.4 ,30
Kokomo,4.0 ,195
Night Restro,3.1 ,224
VRS Food Zone,3.3 ,5
Chakh Le india,3.2 ,6
The Shawarma Inc,3.4 ,95
The Hidden Cafe,3.9 ,96
Lassi Top,3.2 ,7
Rollin,4.0 ,212
Rajan's Cafe,2.8 ,79
Abhiruchi,2.9 ,36
Kitchen24,3.4 ,15
Nite Out,4.0 ,1113
Hungry Queen,3.6 ,46
Hasini Foods,2.9 ,21
BTM Bawarchi Biryani,3.6 ,132
Nature's Restaurant,3.3 ,4
Perch,3.5 ,14
Petoo,3.8 ,178
Fresh Bites,3.3 ,16
Miss Momo,3.2 ,12
Brewz Coffee,3.0 ,61
Lassi Pot,3.3 ,4
Royal View Restaurant,3.7 ,26
Ober Cafe,3.5 ,10
Under The Hood,4.0 ,76
Combo Box,3.0 ,20
Totus,3.7 ,16
Pensiri Cafe,3.6 ,48
DilliBite,3.5 ,33
Ghar Ka Khana,3.7 ,95
The Kitchen Bandit,3.2 ,42
Zero Kelvin,4.3 ,169
AutoExpress - Hot Dogs,3.3 ,5
8 Slice,3.7 ,74
The Food Dude,3.9 ,179
Taza Khaana,3.1 ,175
Mealsbaba,3.6 ,57
Donne Biriyani House,3.8 ,278
Asia In A Box,3.2 ,5
Smoke Oil Salt,3.8 ,21
Hunger Night King,3.6 ,115
Chef Master,3.8 ,76
David's Kitchen,3.6 ,14
Desi Vibes,3.7 ,46
Double Blend,3.6 ,11
Soup Station,3.9 ,112
Friends Night Kitchen,3.8 ,110
The Kitchen Story,3.3 ,19
BIB - Breakfast in the Box,3.8 ,211
Bhaijaan Barbeques,3.5 ,9
BBQ Ride 46,3.4 ,7
Chination,3.5 ,4
Chung Shan Chinese Restaurant,3.7 ,32
Peppers,2.8 ,94
Zengi Pub & Restaurant,3.7 ,32
Bharat Kitchen,3.7 ,21
Cupcake Noggins,4.1 ,724
Late Night,3.6 ,117
Jiyo Natural,3.6 ,14
Game Of Pizzas,3.6 ,16
Now Momos,3.4 ,11
Sub Spot,3.3 ,4
Eat Well,3.0 ,34
Chaman's Night Kitchen,3.5 ,11
Pooja's Kitchen,3.7 ,17
Parivaar,3.3 ,7
Chawla's 2 Online.com,3.5 ,4
Hungry Nights,3.0 ,54
NY8LIFE,3.2 ,4
Midnight Special,3.7 ,26
Navab's,3.6 ,9
Midnight Pizza Slurpp,3.7 ,99
Nutrition on Wheels,2.9 ,23
Kapoor's Biriyani,3.3 ,334
Raj Darbar,3.7 ,47
Polamma's Mess,4.2 ,185
Kolkata Famous Katti Rolls,3.7 ,36
Juice Fresco & Pizza,3.4 ,12
The Night Watch Express,3.0 ,53
The Midnight Kitchen,3.8 ,72
Sunny's Kitchen,3.7 ,62
Delicious Demons,3.3 ,26
The Chaat Shop,3.2 ,9
Miss Momo,3.2 ,13
RCS Kitchen,3.4 ,35
Crepe Nation,3.8 ,12
Halo Chef,3.9 ,144
Aaranya Restaurant,3.4 ,212
Allana Kabab,3.3 ,4
Gourmet Food Truck,3.8 ,17
Red Bawarchi,3.0 ,20
Queen Pearls,3.6 ,25
Dabba Karkhana,3.5 ,17
Al Habibi Restaurant,3.5 ,17
Punjabi Chulha,3.8 ,38
Ocean,3.8 ,215
Akshaya Grand,3.4 ,29
Kulfi & More,3.7 ,47
Nile Garden Restaurant,2.6 ,33
Maxpresso,4.1 ,324
Billionaires Cafe,3.8 ,47
